image,flag,year
2015-01/hmi.M_720s.20150101_005809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_015809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_025809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_035809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_045809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_055809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_065809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_075809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_085809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_095809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_105809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_115809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_125809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150101_135809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_145809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_155809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_165809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_175809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150101_185809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_195809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150101_215809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_225809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150101_235809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_005809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_015809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_025809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_035809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_045809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_055809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_065809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_075809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_085809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_095809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_105809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_115809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_125809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_135809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_145809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_155809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_165809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_175809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_185809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_195809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_215809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_225809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150102_235809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_005809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_015809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150103_025809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150103_035809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150103_045809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150103_055809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150103_065809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150103_075809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150103_085809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150103_095809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_105809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_115809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_125809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_135809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_145809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_155809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150103_165809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_175809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_185809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_195809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150103_215809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_225809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150103_235809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_005809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150104_015809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_025809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150104_035809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_045809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_055809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150104_065809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_075809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150104_085809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_095809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150104_105809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_115809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_125809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_135809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_145809.magnetogram.png,2,2015
2015-01/hmi.M_720s.20150104_155809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_165809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_175809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_185809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_195809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_215809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150104_225809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150104_235809.magnetogram.png,0,2015
2015-01/hmi.M_720s.20150105_005809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_015809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_025809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_035809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_045809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_055809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_065809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_075809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_085809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_095809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_105809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_115809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_125809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_135809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_145809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_155809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_165809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_175809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_185809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_195809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_215809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_225809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150105_235809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_005809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_015809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_025809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_035809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_045809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_055809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_065809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_075809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_085809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_095809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_105809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_115809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_125809.magnetogram.png,1,2015
2015-01/hmi.M_720s.20150106_135809.magnetogram.png,1,2015
