image,flag,year
2012-01/hmi.M_720s.20120101_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120101_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120102_075810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_085810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_095810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_105810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_115810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_125810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_135810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_145810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_155810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_165810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_175810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_185810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_195810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_215810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_225810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120102_235810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_005810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_015810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_025810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_035810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_045810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_055810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_065810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_075810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_085810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_095810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_105810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_115810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120103_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120103_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120104_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_115810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120105_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_165810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120105_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120105_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120106_235810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120107_005810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120107_015810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120107_025810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120107_035810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120107_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120107_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_035810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120108_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_065810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120108_075810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120108_085810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120108_095810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120108_105810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120108_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120108_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120109_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120110_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_065810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_115810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120111_125810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120111_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120111_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_005810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_015810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_025810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_035810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_045810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_055810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_065810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_075810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_085810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_095810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_105810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_115810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_125810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_135810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_145810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_155810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_165810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_175810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_185810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_195810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120112_225810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120112_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_035810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_045810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_055810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_065810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_075810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_085810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_095810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_105810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_115810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_125810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_135810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_145810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_155810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_165810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_175810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_185810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_195810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120113_215810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_225810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120113_235810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120114_005810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120114_015810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120114_025810.magnetogram.png,1,2012
2012-01/hmi.M_720s.20120114_035810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_045810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_055810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_065810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_075810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_085810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_095810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_105810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_115810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_125810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_135810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_145810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_155810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_165810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_175810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_185810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_195810.magnetogram.png,0,2012
2012-01/hmi.M_720s.20120114_215810.magnetogram.png,0,2012
