image,flag,year
2011-01/hmi.M_720s.20110101_005810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_015810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_025810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_035810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_045810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_055810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_065810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_075810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_085810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_095810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_105810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_115810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_125810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_135810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_145810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_155810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_165810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_175810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_185810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_195810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_215810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_225810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110101_235810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_005810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_015810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_025810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_035810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_045810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_055810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_065810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_075810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_085810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_095810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_105810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_115810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_125810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_135810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_145810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_155810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_165810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_175810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_185810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_195810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_215810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_225810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110102_235810.magnetogram.png,0,2011
2011-01/hmi.M_720s.20110103_005810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_015810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_025810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_035810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_045810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_055810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_065810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_075810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_085810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_095810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_105810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_115810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_125810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_135810.magnetogram.png,1,2011
2011-01/hmi.M_720s.20110103_145810.magnetogram.png,1,2011
